sex,race,age,edu,state,positive
Male,Black,69,4-Year College,SC,0
Male,Black,69,HS,OK,0
Male,Other,18,HS,CA,0
Female,White,74,4-Year College,LA,1
Female,White,82,HS,GA,1
Female,Black,66,HS,IA,0
Female,Black,42,4-Year College,IN,1
Female,Black,16,No HS,DC,1
Female,Black,89,4-Year College,NY,1
Female,White,54,4-Year College,RI,0
Male,Black,33,4-Year College,MN,0
Male,White,98,Post-Grad,NH,0
Male,White,98,4-Year College,MA,1
Male,White,69,Post-Grad,KS,1
Female,Other,66,No HS,CT,0
Female,Black,5,HS,DE,1
Female,Other,57,HS,FL,0
Male,Black,24,4-Year College,KY,0
Female,Other,25,Some College,IL,1
Female,Black,84,Post-Grad,FL,1
Male,White,68,Some College,MO,0
Female,Other,71,HS,ND,0
Male,Black,19,No HS,FL,1
Female,Black,23,Post-Grad,PA,1
Female,Black,23,Some College,OK,0
Female,Black,67,Some College,OH,0
Female,Black,66,Some College,TX,0
Male,White,29,HS,NH,1
Female,Black,80,Some College,MN,1
Male,Other,12,Some College,PA,1
Female,White,54,Post-Grad,NM,1
Female,Black,49,No HS,PR,1
Female,Black,66,4-Year College,GU,0
Female,White,36,No HS,CO,1
Female,Black,19,Post-Grad,MN,1
Male,White,62,No HS,PA,1
Female,Other,67,Post-Grad,SD,1
Male,Black,11,HS,ID,0
Female,White,84,Post-Grad,PA,1
Male,Other,29,No HS,KS,1
Male,Other,51,HS,NH,0
Male,Other,52,Post-Grad,MI,1
Male,Other,67,No HS,MS,0
Male,White,86,Post-Grad,NV,1
Female,Black,74,HS,RI,0
Female,White,53,Some College,IA,1
Female,Other,76,HS,MI,1
Male,White,43,No HS,DC,1
Male,Black,60,HS,KY,1
Male,White,8,4-Year College,NE,1
Female,Other,81,Post-Grad,MS,0
Male,Other,99,Post-Grad,ME,1
Female,Black,70,4-Year College,NM,0
Female,White,6,4-Year College,IA,0
Female,Other,86,Post-Grad,KY,1
Female,White,21,Some College,RI,0
Female,White,71,Post-Grad,MS,1
Female,Other,59,Some College,NJ,0
Male,Other,21,Some College,TX,0
Female,Other,33,Post-Grad,LA,1
Female,White,2,No HS,GA,1
Female,Black,14,Post-Grad,GU,1
Male,Black,8,No HS,DE,0
Male,White,42,Some College,SC,0
Female,Other,92,Post-Grad,TN,1
Female,Other,69,4-Year College,MO,0
Female,White,85,4-Year College,MD,0
Male,Other,69,No HS,MN,0
Male,White,66,4-Year College,TN,0
Male,Black,3,No HS,PA,1
Male,Black,82,No HS,MT,0
Male,Other,27,HS,CT,1
Female,Other,34,Some College,UT,1
Male,White,6,4-Year College,LA,1
Female,Black,53,No HS,MO,1
Female,Black,91,4-Year College,KS,0
Male,Other,72,4-Year College,IA,0
Female,White,2,HS,GU,0
Female,Black,56,Some College,GA,0
Male,White,54,No HS,MI,0
Female,White,53,No HS,GU,0
Female,Black,74,4-Year College,MD,0
Male,Other,4,Post-Grad,OK,1
Female,White,28,HS,ME,0
Female,Black,5,4-Year College,IL,1
Male,Other,75,HS,MS,1
Female,White,91,HS,MN,1
Male,White,61,No HS,LA,0
Female,Other,95,No HS,VI,1
Female,White,20,No HS,FL,0
Male,White,32,Post-Grad,ND,1
Female,Other,46,No HS,IL,1
Male,Black,12,Post-Grad,ME,0
Male,Black,40,No HS,GA,1
Male,White,80,Some College,NH,0
Male,Black,37,4-Year College,CO,0
Female,Black,40,HS,SD,0
Female,Black,58,No HS,ME,0
Female,White,49,Some College,IN,1
Male,Black,38,No HS,NC,0
Female,White,23,Post-Grad,FL,1
Female,Black,95,No HS,UT,0
Female,Other,60,HS,ID,0
Female,Black,94,HS,MA,0
Female,Black,53,4-Year College,CO,0
Female,Other,0,No HS,NJ,1
Female,White,9,4-Year College,MO,0
Male,White,49,No HS,NY,1
Male,White,13,HS,VA,0
Female,White,25,4-Year College,GU,1
Female,White,35,No HS,MI,1
Male,Black,5,Some College,LA,1
Female,Black,5,No HS,VA,1
Male,Other,99,HS,GU,0
Male,Black,23,Post-Grad,OK,1
Male,Other,68,Post-Grad,CT,0
Male,Other,84,Post-Grad,NH,1
Male,White,87,No HS,NJ,0
Male,White,86,HS,PR,0
Male,Black,73,Some College,IL,0
Female,Other,91,Post-Grad,HI,1
Female,Other,0,HS,TX,0
Female,White,27,Some College,MD,0
Female,Black,59,Post-Grad,DE,1
Male,Other,6,HS,GU,1
Male,Black,0,Some College,ID,1
Male,White,94,HS,DE,0
Male,White,45,Post-Grad,SC,1
Female,Black,53,Some College,OK,0
Female,White,34,No HS,NM,0
Female,White,7,No HS,SC,0
Female,White,36,HS,GU,1
Male,Other,32,4-Year College,NY,1
Female,Black,47,HS,KY,1
Male,White,58,4-Year College,OH,0
Female,White,72,4-Year College,LA,1
Female,White,89,No HS,VA,1
Female,White,65,Post-Grad,SC,0
Female,Black,97,No HS,PR,0
Male,White,77,Post-Grad,TN,1
Female,Black,54,HS,MS,1
Female,Other,81,Post-Grad,TN,0
Male,Black,67,Post-Grad,KS,0
Female,White,66,Post-Grad,NC,0
Female,White,85,No HS,MT,0
Female,Black,69,No HS,KY,0
Female,Black,91,HS,IL,1
Female,Black,47,No HS,CO,0
Male,White,80,Post-Grad,NE,0
Male,Black,34,HS,MA,0
Female,Black,48,Post-Grad,PR,1
Male,White,75,Post-Grad,TX,0
Male,White,42,4-Year College,MA,1
Female,Other,1,No HS,OK,1
Female,Other,76,No HS,PR,0
Female,Black,66,Some College,GU,0
Female,White,77,HS,UT,0
Female,White,27,No HS,UT,0
Male,White,63,4-Year College,MO,1
Female,Other,71,Post-Grad,KY,0
Male,Other,72,4-Year College,GU,1
Male,White,50,Some College,TN,0
Male,Black,26,Some College,TX,1
Female,Black,30,No HS,VI,1
Male,White,45,HS,ME,0
Male,White,4,Post-Grad,CA,0
Male,Black,2,4-Year College,LA,1
Female,White,85,Some College,ME,0
Female,Other,73,HS,VA,0
Female,Other,70,HS,IA,0
Male,Black,20,HS,CA,0
Female,Black,11,Some College,NJ,0
Female,Other,65,4-Year College,ME,0
Female,Other,73,Some College,TN,1
Male,Other,6,Some College,TN,1
Female,Black,23,Some College,MI,0
Male,White,39,HS,VI,1
Male,White,25,Post-Grad,NJ,1
Female,Black,59,HS,IL,0
Male,White,32,Post-Grad,MO,1
Female,Other,69,No HS,OH,0
Female,White,91,HS,PA,1
Female,White,40,Some College,DE,1
Female,Other,91,No HS,DE,0
Female,Other,14,4-Year College,ID,0
Female,Black,86,Some College,ME,0
Female,White,53,No HS,NV,0
Male,White,70,Post-Grad,RI,1
Male,Other,6,4-Year College,MS,1
Male,Other,3,4-Year College,MT,0
Female,Black,72,4-Year College,ID,0
Male,Black,67,4-Year College,CA,0
Male,White,85,HS,SD,0
Male,Other,85,4-Year College,GU,1
Male,Other,8,4-Year College,ND,1
Male,Other,42,HS,IN,0
Male,White,43,HS,PR,0
Male,Other,73,No HS,FL,0
Female,White,25,4-Year College,DC,0
Female,Black,53,HS,FL,0
Female,White,21,Some College,NV,1
Male,Black,60,4-Year College,GA,0
Male,Other,65,Post-Grad,FL,1
Female,Other,70,Post-Grad,MA,1
Male,Other,98,Post-Grad,MA,1
Female,Black,67,No HS,PA,0
Male,Black,71,Some College,ND,0
Male,Other,79,4-Year College,MO,0
Male,Black,6,No HS,GA,0
Male,Black,71,No HS,PR,0
Female,Black,86,Post-Grad,MD,1
Male,Black,74,Post-Grad,NM,0
Female,Black,100,No HS,UT,1
Female,Black,74,4-Year College,NH,0
Female,Other,66,Some College,LA,0
Male,Black,100,Some College,KS,1
Male,Black,27,No HS,MS,0
Male,Black,72,Post-Grad,UT,0
Male,White,19,Some College,GU,1
Female,Other,76,Some College,MD,1
Male,Black,15,HS,ME,0
Male,Black,81,No HS,CA,0
Male,Black,51,No HS,ND,0
Female,Other,17,No HS,MT,0
Female,Black,8,Some College,NM,1
Male,White,88,No HS,FL,1
Male,Black,62,Some College,VA,0
Male,Other,14,HS,NE,1
Female,Black,8,4-Year College,MI,1
Female,Other,72,HS,VI,1
Female,Black,58,Some College,NC,0
Male,White,12,HS,MI,1
Male,Black,67,HS,VA,0
Female,Other,35,4-Year College,NV,1
Male,White,25,No HS,GU,1
Male,Other,65,No HS,PA,0
Female,White,24,Some College,IN,0
Female,Black,0,4-Year College,TN,0
Female,Other,31,Post-Grad,KS,1
Female,Other,90,4-Year College,SD,0
Male,Other,26,No HS,NE,1
Male,White,1,No HS,VA,1
Female,White,74,Post-Grad,VI,1
Male,White,16,4-Year College,IA,0
Female,Black,50,Post-Grad,DE,0
Female,Other,12,No HS,MD,1
Male,Other,20,4-Year College,MD,0
Female,Other,41,Post-Grad,NM,1
Female,Other,38,HS,CO,0
Female,White,13,Some College,NE,1
Female,Black,25,HS,MS,0
Male,White,71,HS,MN,0
Female,Other,34,HS,IN,0
Female,White,68,Some College,UT,1
Male,Black,27,4-Year College,VA,1
Female,Black,31,HS,DE,1
Female,Black,55,No HS,SD,0
Male,Other,71,Some College,VA,0
Male,White,15,Some College,IA,1
Female,Other,64,Some College,CA,1
Male,Other,28,4-Year College,DE,0
Male,White,31,Some College,NV,1
Female,Other,20,No HS,NM,1
Female,Black,51,Some College,GA,1
Male,Other,31,HS,PR,0
Male,Black,78,Post-Grad,MA,1
Male,White,31,4-Year College,NJ,0
Female,Other,65,4-Year College,MS,0
Female,Other,23,No HS,KS,1
Female,Black,25,Some College,NE,1
Female,White,66,Some College,ID,0
Female,White,58,Some College,MI,0
Female,Other,69,4-Year College,MN,1
Male,White,7,4-Year College,NY,1
Male,Other,34,4-Year College,NM,1
Female,Black,32,HS,NV,1
Female,Other,20,Post-Grad,TN,0
Female,White,79,No HS,TX,1
Male,Black,92,4-Year College,KS,0
Female,Black,13,Post-Grad,RI,1
Female,Other,5,HS,ND,0
Female,Black,98,4-Year College,MN,1
Male,Other,94,Post-Grad,TX,1
Female,White,74,4-Year College,PR,0
Female,Other,46,4-Year College,ME,0
Female,Black,4,4-Year College,CA,0
Male,Other,44,HS,OR,0
Female,Black,28,Post-Grad,DC,1
Male,White,80,HS,GA,0
Female,Black,71,4-Year College,TN,0
Male,Other,24,HS,MN,1
Male,Other,53,Post-Grad,PA,0
Female,Other,33,Some College,MD,0
Female,White,12,No HS,OR,1
Female,Other,71,HS,MA,0
Female,Black,2,HS,MA,0
Female,Other,31,Post-Grad,NV,1
Male,Black,69,4-Year College,CO,0
Female,White,31,Post-Grad,GU,1
Female,Other,10,Post-Grad,MT,1
Female,White,98,HS,MD,0
Female,Other,19,Some College,ME,1
Male,Black,31,4-Year College,VA,0
Female,Black,67,Post-Grad,IN,0
Female,White,74,HS,MI,1
Male,Black,36,No HS,MA,0
Female,Black,68,Some College,PA,0
Male,Black,29,4-Year College,ID,0
Female,White,88,HS,NE,1
Male,White,5,Post-Grad,KS,1
Female,White,70,4-Year College,DE,0
Female,White,45,Some College,ME,0
Male,Black,8,Post-Grad,RI,1
Male,White,80,4-Year College,NC,0
Female,Other,22,HS,ME,0
Male,White,72,Post-Grad,NY,0
Male,White,68,HS,DC,0
Male,Other,71,HS,IL,0
Female,Other,73,HS,IL,0
Female,White,81,Post-Grad,IN,0
Male,Black,62,No HS,CO,0
Female,Black,5,Some College,TX,1
Female,White,12,Post-Grad,SC,1
Female,Other,26,No HS,MO,0
Female,Other,28,Post-Grad,KS,1
Male,White,9,Post-Grad,FL,1
Female,Other,79,Post-Grad,PR,0
Female,Other,4,4-Year College,PA,0
Male,Other,31,HS,NM,1
Male,White,51,Post-Grad,OK,1
Male,Other,9,Some College,DC,1
Male,Other,73,Post-Grad,DE,0
Female,Other,9,No HS,SC,0
Female,Other,21,Post-Grad,UT,0
Female,Black,73,Post-Grad,VA,0
Female,Other,14,4-Year College,TN,0
Male,Black,38,4-Year College,MD,0
Female,Other,56,Post-Grad,CT,0
Male,White,44,4-Year College,KY,0
Female,White,81,4-Year College,KY,0
Female,White,59,Post-Grad,NC,0
Male,Black,60,Post-Grad,FL,1
Female,Black,89,4-Year College,GU,1
Male,White,30,Some College,CO,1
Male,Black,40,Some College,HI,1
Male,Other,90,No HS,ND,0
Male,White,54,Post-Grad,NM,0
Male,Black,74,4-Year College,MD,0
Female,Black,81,4-Year College,NV,1
Male,Black,50,No HS,CT,1
Female,White,66,HS,NV,0
Female,Other,18,Post-Grad,CT,0
Female,White,26,Some College,TX,0
Male,Black,45,4-Year College,UT,1
Female,Black,67,4-Year College,NM,0
Female,White,74,Some College,CT,0
Male,Other,69,Some College,MS,0
Female,Other,92,Post-Grad,NH,0
Female,White,42,Some College,KS,1
Female,White,11,Post-Grad,NY,1
Male,Other,72,Post-Grad,TN,0
Male,White,55,Some College,IL,0
Male,Black,13,No HS,MO,1
Male,White,55,HS,SC,0
Female,Other,10,No HS,IL,0
Female,Other,79,HS,MD,0
Female,White,54,4-Year College,IN,0
Male,Other,7,HS,MA,0
Female,Black,32,No HS,GU,1
Male,Other,82,Some College,MI,1
Female,Black,67,Some College,NY,1
Female,White,73,HS,MT,0
Male,Other,6,HS,FL,0
Female,White,85,Post-Grad,NH,1
Female,Other,99,HS,MI,1
Female,Black,70,4-Year College,DE,0
Female,White,96,No HS,HI,0
Female,White,91,HS,MA,1
Female,Black,68,4-Year College,ID,0
Female,Black,6,HS,DC,1
Male,Black,72,Post-Grad,OK,1
Female,Other,8,Post-Grad,MO,0
Male,White,12,No HS,NY,1
Male,White,80,Some College,IL,0
Female,Black,74,Post-Grad,NJ,0
Female,White,0,4-Year College,KS,1
Female,Other,20,4-Year College,MD,0
Female,Other,6,Post-Grad,HI,1
Male,Black,39,HS,MD,1
Male,Other,5,Post-Grad,MN,1
Male,White,66,Some College,SD,0
Female,Other,57,Post-Grad,TX,0
Male,Black,20,Some College,SC,1
Male,Other,34,Some College,IL,1
Male,Black,98,Post-Grad,TX,0
Male,Other,25,No HS,NC,1
Female,White,92,No HS,OK,0
Female,White,66,HS,FL,0
Female,White,73,Some College,GU,0
Female,Other,92,Post-Grad,GA,1
Male,Black,29,No HS,IA,1
Female,White,68,4-Year College,MT,0
Female,Black,46,HS,SD,1
Female,Other,97,Post-Grad,NC,1
Female,Other,45,No HS,IN,0
Female,White,66,No HS,MI,1
Male,Other,57,No HS,TX,0
Female,White,73,4-Year College,MD,0
Male,Other,59,No HS,ND,0
Male,Black,48,Post-Grad,NV,1
Female,Black,11,Some College,GA,0
Female,Black,81,Post-Grad,ME,0
Male,Black,28,No HS,CA,0
Female,Black,0,Some College,OK,1
Female,Black,90,Post-Grad,NC,0
Male,Black,23,HS,DE,0
Male,Black,4,Some College,NC,1
Male,Black,94,Some College,MA,1
Female,Other,9,Post-Grad,GU,1
Male,Other,16,4-Year College,OR,0
Female,White,81,Some College,PA,0
Male,White,16,4-Year College,NC,0
Male,Black,72,Some College,NC,1
Male,Other,18,No HS,LA,0
Male,White,25,Post-Grad,SD,0
Female,Black,55,Some College,IA,1
Female,Other,10,No HS,CT,1
Male,White,59,Some College,ME,1
Male,Other,35,Some College,CO,1
Female,Other,24,HS,TX,0
Male,White,34,Some College,GA,0
Male,Other,58,Post-Grad,KY,1
Male,White,61,Post-Grad,IN,1
Female,Black,97,4-Year College,MO,0
Female,Black,71,Some College,SC,0
Male,White,1,Post-Grad,CT,1
Male,Other,74,Some College,SC,0
Male,White,9,HS,CO,1
Male,White,72,Post-Grad,FL,0
Male,Other,17,4-Year College,TN,1
Male,White,35,4-Year College,TX,0
Female,Black,40,4-Year College,ID,0
Female,White,24,4-Year College,IA,0
Male,Black,38,4-Year College,SD,0
Male,Black,24,No HS,NJ,0
Female,Other,5,Some College,TX,0
Female,White,30,Post-Grad,NV,1
Male,White,47,HS,IA,1
Female,Other,27,No HS,TX,1
Male,Other,25,4-Year College,DC,0
Female,Other,67,Some College,CA,0
Female,Black,30,Some College,DE,1
Male,Other,33,4-Year College,CT,0
Female,Black,95,Some College,ND,1
Female,White,3,4-Year College,FL,1
Male,Other,74,HS,SD,0
Male,Black,4,Some College,ID,0
Male,Black,50,Post-Grad,SC,1
Female,White,24,HS,NV,1
Male,Black,84,4-Year College,HI,0
Female,Other,40,Some College,OK,0
Male,Other,2,Some College,MS,1
Female,Black,68,No HS,RI,1
Female,Other,51,Post-Grad,KS,1
Male,Black,24,No HS,MA,1
Female,Other,28,HS,PR,0
Male,White,57,Post-Grad,DC,0
Female,Black,74,Post-Grad,SC,0
Female,Black,22,Some College,MI,0
Female,White,28,No HS,NC,0
Female,White,43,HS,MD,1
Female,Black,11,4-Year College,MA,1
Male,Black,6,Post-Grad,OH,1
Male,White,42,Some College,HI,0
Female,White,14,Post-Grad,IA,1
Female,White,48,Some College,MN,1
Female,Black,33,4-Year College,DE,1
Female,White,90,No HS,DE,1
Female,White,72,4-Year College,ND,0
Male,Other,97,No HS,NC,0
Female,Black,40,Some College,UT,1
Male,Other,44,Post-Grad,PR,1
Female,Other,69,HS,MA,0
Female,White,4,No HS,GA,1
Female,Other,36,No HS,RI,1
Female,Other,62,HS,NH,0
Female,White,67,HS,IL,0
Male,Black,92,4-Year College,NE,1
Male,Black,25,4-Year College,SD,0
Female,Black,27,No HS,NE,1
Male,Black,44,No HS,NV,1
Female,Black,8,HS,HI,1
Male,Black,69,HS,MI,0
Female,Other,11,Post-Grad,NY,1
Female,Black,69,4-Year College,HI,0
Male,White,71,Post-Grad,CO,0
Female,Black,69,No HS,CT,0
Female,Other,14,Post-Grad,MD,0
Female,Other,72,HS,MT,1
Male,Black,25,No HS,ND,0
Male,Other,29,4-Year College,VA,0
Male,Other,60,HS,VI,1
Male,Other,78,No HS,DC,0
Female,Other,73,Post-Grad,TN,1
Female,White,25,Post-Grad,ME,0
Female,Other,41,No HS,NY,0
Male,Other,1,HS,NM,0
Female,Black,88,Some College,NV,0
Female,White,89,No HS,CO,1
Male,Black,29,HS,ME,0
Male,Black,69,No HS,UT,0
Female,Other,29,HS,ME,0
Female,Black,4,Post-Grad,SD,1
Male,Black,6,4-Year College,RI,1
Male,Other,50,No HS,SD,1
Female,Black,73,HS,MO,1
Female,Black,0,Post-Grad,LA,1
Female,Other,72,Some College,OH,0
Male,Black,80,No HS,ID,1
Male,Black,65,Post-Grad,RI,1
Female,Black,74,Some College,FL,1
Male,Black,69,Some College,NY,1
Female,White,42,Some College,FL,1
Male,Other,93,No HS,NC,0
Female,Black,33,HS,OK,1
Female,Other,18,HS,PA,0
Male,Other,41,4-Year College,ME,0
Male,Other,93,HS,IL,0
Female,Black,19,HS,NV,1
Female,White,75,HS,ME,0
Female,Black,23,No HS,HI,0
Female,White,47,Post-Grad,ME,0
Female,Other,73,HS,LA,0
Female,White,73,4-Year College,MI,0
Female,Other,22,HS,MO,0
Female,Other,67,No HS,MT,0
Male,Black,56,4-Year College,SD,0
Female,Black,26,Post-Grad,IL,1
Male,Other,20,Post-Grad,IN,1
Male,White,67,HS,TN,0
Female,White,73,No HS,PR,0
Female,Black,31,HS,DE,1
Female,Other,56,No HS,NM,0
Female,Other,10,HS,CT,1
Female,Black,27,Post-Grad,DE,0
Female,White,68,Some College,SC,0
Male,Black,2,HS,CA,1
Female,White,2,4-Year College,VI,0
Male,Black,3,HS,RI,0
Female,White,18,Some College,NM,1
Male,White,66,Post-Grad,DE,1
Male,Other,36,No HS,SC,0
Female,Black,31,4-Year College,KY,0
Male,White,95,HS,NC,1
Female,Black,5,Some College,HI,1
Female,Black,11,HS,DC,0
Male,Other,70,4-Year College,PA,0
Male,White,7,No HS,DE,1
Male,Other,28,Post-Grad,OR,0
Male,Black,60,No HS,TN,0
Female,Black,72,4-Year College,ID,0
Male,Other,79,No HS,VI,0
Male,White,26,Post-Grad,NE,0
Female,Black,1,4-Year College,RI,0
Female,White,84,4-Year College,GU,0
Male,Other,28,HS,MI,0
Female,White,15,Some College,IN,1
Male,Black,27,4-Year College,IN,0
Male,White,73,4-Year College,NV,0
Male,Black,55,Post-Grad,NM,1
Male,Other,49,Post-Grad,KY,1
Female,Other,35,HS,OK,1
Male,Black,25,Post-Grad,MI,1
Male,White,5,Some College,CO,1
Female,White,94,HS,MA,1
Female,Other,14,No HS,DE,1
Male,White,42,HS,NM,0
Female,Other,51,No HS,MD,0
Male,White,9,No HS,HI,1
Female,Other,13,HS,TN,0
Male,Black,74,Some College,IL,0
Female,White,70,Post-Grad,MI,1
Male,Other,72,Some College,NE,0
Male,Black,18,Post-Grad,MD,1
Female,Black,33,HS,GA,0
Female,White,67,Post-Grad,ME,0
Female,Black,4,No HS,MN,0
Male,White,10,HS,MO,0
Male,Other,53,Post-Grad,OH,0
Female,Other,43,HS,OR,1
Female,White,19,No HS,UT,0
Female,Black,33,Post-Grad,NC,0
Female,Black,34,Some College,OK,1
Female,Other,31,No HS,IN,0
Female,Black,58,Some College,OH,1
Female,Black,100,Post-Grad,PA,0
Male,Other,85,Some College,ME,0
Female,White,48,4-Year College,NE,0
Female,Other,65,No HS,TX,1
Male,Other,96,Some College,IA,1
Female,Other,3,No HS,TN,0
Female,White,83,HS,HI,1
Female,Black,21,Some College,IN,1
Male,Black,82,Post-Grad,GU,1
Female,Black,72,Post-Grad,OK,0
Female,White,88,Post-Grad,IA,0
Male,Other,90,No HS,KS,1
Male,White,75,HS,KS,0
Male,Black,92,4-Year College,LA,0
Male,Black,52,HS,MD,0
Female,White,75,Some College,CO,1
Female,Other,43,No HS,NY,1
Male,Black,60,Post-Grad,KY,0
Male,Black,26,No HS,VI,0
Male,Other,97,Post-Grad,NE,1
Male,White,70,Some College,OK,1
Male,Other,97,HS,OH,0
Female,Black,18,Post-Grad,NV,0
Male,Other,94,4-Year College,NM,0
Female,Other,97,Some College,OH,1
Male,Other,46,Some College,SC,1
Male,White,10,HS,MD,0
Male,Black,59,HS,OK,1
Female,White,22,No HS,PA,0
Female,Black,27,No HS,ME,0
Female,Other,15,HS,NH,0
Female,White,82,No HS,VA,0
Female,Other,64,HS,MN,1
Male,Other,76,Post-Grad,CA,0
Male,Black,16,Some College,KS,0
Male,Black,7,HS,RI,0
Male,White,20,HS,MO,0
Female,White,51,Some College,NC,1
Male,White,72,No HS,CT,0
Female,Black,66,HS,MN,0
Male,Black,74,HS,OH,0
Male,White,88,Some College,PR,1
Male,White,75,4-Year College,NH,1
Male,Other,65,HS,GA,1
Male,Black,11,4-Year College,VI,1
Female,White,93,HS,OH,0
Male,Black,0,4-Year College,TX,0
Male,Other,82,Post-Grad,OK,0
Female,Other,59,HS,UT,0
Male,Black,30,No HS,MT,1
Female,Other,65,Some College,HI,1
Male,White,65,Some College,NM,1
Female,White,14,Some College,IL,1
Female,Black,68,Some College,MO,1
Male,Other,33,4-Year College,CT,0
Male,Other,97,HS,MA,1
Male,Other,8,HS,HI,0
Female,White,57,Post-Grad,NE,1
Female,Black,24,No HS,ID,0
Male,White,45,4-Year College,VA,0
Male,Other,8,No HS,TN,1
Male,White,14,4-Year College,MI,1
Male,Black,56,HS,VA,1
Female,Other,5,Some College,MN,1
Male,White,98,4-Year College,ND,0
Male,Other,3,Post-Grad,MA,1
Male,White,68,No HS,NV,1
Male,White,58,Some College,GA,0
Male,White,69,Post-Grad,HI,0
Male,Other,83,HS,NH,1
Male,White,91,No HS,VI,1
Female,White,85,No HS,MI,1
Male,Black,69,4-Year College,OR,0
Male,Other,66,4-Year College,MT,0
Male,Other,86,No HS,IN,1
Male,White,29,Post-Grad,NJ,1
Male,Other,19,Post-Grad,RI,0
Male,Other,21,Post-Grad,NH,1
Male,Other,7,No HS,DE,1
Female,Black,65,No HS,MT,1
Female,Black,84,Post-Grad,ME,1
Female,Black,27,HS,MI,1
Male,Black,80,HS,HI,0
Female,White,34,HS,DE,1
Male,Black,49,Some College,OK,0
Female,Other,40,4-Year College,PR,0
Male,Other,42,4-Year College,MN,1
Female,Black,73,HS,OR,1
Female,White,85,Some College,IA,1
Female,White,70,No HS,PR,0
Female,Black,67,Some College,KY,1
Male,Other,45,HS,ND,0
Female,Black,69,No HS,DC,0
Male,White,47,4-Year College,DC,1
Female,Black,70,No HS,IN,0
Male,Other,65,HS,FL,0
Male,White,22,Post-Grad,GA,1
Female,Other,85,No HS,NV,1
Female,White,66,No HS,IN,0
Male,Black,67,Some College,ND,0
Male,Other,55,HS,NE,0
Male,Black,5,HS,NC,0
Male,Black,8,Some College,OR,1
Male,White,29,Some College,MA,1
Female,Other,81,4-Year College,CA,0
Male,Black,81,Some College,HI,1
Female,Black,7,Post-Grad,NV,1
Female,Other,32,HS,KY,1
Female,White,30,No HS,NJ,0
Female,Other,66,4-Year College,PA,1
Female,Other,7,4-Year College,KS,0
Male,Other,48,Some College,IN,0
Female,Black,28,Post-Grad,PR,1
Male,Black,68,HS,NE,0
Female,Black,26,HS,DC,0
Male,Black,24,Post-Grad,MT,1
Female,Black,18,HS,CT,1
Female,White,82,Some College,VI,1
Male,Other,92,HS,IN,0
Male,Other,13,4-Year College,NJ,0
Male,White,17,Some College,CO,0
Male,White,65,4-Year College,MO,0
Male,Other,65,Some College,SD,0
Male,White,98,Post-Grad,GA,1
Male,Other,74,4-Year College,ID,0
Female,Black,24,HS,PA,1
Female,Black,33,No HS,DC,1
Female,Other,70,Post-Grad,TX,1
Female,Black,41,Some College,NH,0
Female,Black,34,No HS,MS,1
Male,White,17,4-Year College,NJ,0
Female,Other,63,HS,NC,0
Male,Black,58,Post-Grad,NJ,0
Female,Other,67,Some College,SC,0
Male,Black,70,HS,SD,0
Female,White,10,No HS,VI,1
Male,White,11,No HS,NE,1
Female,Other,50,4-Year College,SD,0
Female,Black,33,No HS,NJ,0
Male,White,79,4-Year College,OK,1
Female,White,36,Some College,OK,1
Male,Other,5,Post-Grad,ND,1
Female,Black,79,4-Year College,NY,1
Male,White,70,No HS,DE,1
Female,Black,66,4-Year College,NH,0
