sex,race,age,edu,state,response,repvote
male,white,51,post-grad,NC,1,0.519037458
male,white,52,some college,MN,1,0.491681431
female,white,47,some college,CT,0,0.428584525
female,white,93,hs,AZ,0,0.518900234
male,white,37,some college,IN,0,0.601173095
male,black,41,some college,NJ,1,0.427158099
male,white,58,some college,MD,0,0.359837503
male,other,26,some college,GA,0,0.526611726
male,white,61,4-year college,TX,0,0.547132256
female,white,27,hs,MI,0,0.501176682
female,white,61,hs,IN,1,0.601173095
female,white,56,some college,MI,0,0.501176682
male,white,38,hs,KS,0,0.611114703
male,other,72,4-year college,IN,1,0.601173095
female,white,100,some college,GA,1,0.526611726
male,white,35,some college,OH,0,0.542676846
male,black,38,4-year college,NV,0,0.487062906
male,black,37,some college,CA,1,0.338717892
female,white,67,hs,IL,1,0.409799486
female,white,42,some college,WA,0,0.412130688
female,white,87,some college,MN,1,0.491681431
female,white,48,4-year college,TX,1,0.547132256
female,white,60,hs,MI,1,0.501176682
female,other,21,hs,CA,0,0.338717892
female,white,58,hs,FL,1,0.506188355
female,white,63,4-year college,CA,0,0.338717892
male,white,43,4-year college,IN,0,0.601173095
female,white,38,post-grad,VT,0,0.348135737
male,black,30,4-year college,IL,0,0.409799486
female,white,19,some college,MS,1,0.590898473
female,white,23,hs,NC,0,0.519037458
male,white,88,4-year college,ID,1,0.683101767
female,black,43,some college,MD,1,0.359837503
female,white,66,some college,HI,1,0.325586625
female,white,57,4-year college,AZ,0,0.518900234
male,white,31,hs,WA,0,0.412130688
female,other,52,some college,CA,0,0.338717892
female,white,35,hs,NY,1,0.382275815
male,white,41,some college,FL,1,0.506188355
female,white,59,hs,MO,1,0.59818561
female,white,21,no hs,TX,1,0.547132256
male,black,69,4-year college,CA,0,0.338717892
male,white,48,some college,IL,0,0.409799486
female,white,65,post-grad,MA,0,0.353487213
male,black,25,some college,GA,1,0.526611726
female,white,40,some college,TX,0,0.547132256
male,white,53,post-grad,CA,1,0.338717892
male,black,37,some college,AR,1,0.642851377
female,white,94,hs,NJ,1,0.427158099
female,other,53,some college,WV,0,0.721610523
female,white,63,some college,LA,1,0.601716772
female,white,51,post-grad,TN,0,0.63624343
female,black,69,no hs,TN,1,0.63624343
male,white,37,4-year college,OR,1,0.438441611
male,white,99,4-year college,MT,1,0.611096643
female,other,29,some college,NC,1,0.519037458
male,other,43,4-year college,WI,0,0.50407989
female,black,34,post-grad,FL,0,0.506188355
male,white,68,hs,NE,1,0.635476741
male,black,54,hs,CA,0,0.338717892
female,white,52,hs,MA,0,0.353487213
female,white,64,some college,AZ,1,0.518900234
male,white,76,no hs,TX,1,0.547132256
female,white,56,some college,AR,0,0.642851377
female,white,25,some college,TN,1,0.63624343
female,other,24,hs,TN,0,0.63624343
female,other,49,4-year college,GA,0,0.526611726
male,white,49,4-year college,PA,1,0.503755358
female,black,53,post-grad,SC,1,0.574602564
female,white,21,4-year college,MN,1,0.491681431
male,white,65,post-grad,PA,0,0.503755358
female,other,59,some college,KY,1,0.65670629
male,white,27,some college,FL,1,0.506188355
male,white,45,post-grad,IN,0,0.601173095
female,white,61,hs,AR,1,0.642851377
female,white,88,hs,NC,1,0.519037458
male,white,34,post-grad,NJ,0,0.427158099
female,white,27,4-year college,IL,0,0.409799486
male,other,20,some college,FL,1,0.506188355
female,white,40,hs,FL,1,0.506188355
male,white,70,post-grad,MI,1,0.501176682
female,white,43,hs,NY,0,0.382275815
male,white,31,post-grad,PA,1,0.503755358
female,white,68,hs,VA,1,0.471736237
female,white,29,some college,TX,0,0.547132256
female,other,24,4-year college,CA,1,0.338717892
female,other,30,some college,WA,0,0.412130688
female,black,57,some college,IN,0,0.601173095
female,white,59,some college,FL,0,0.506188355
male,white,57,4-year college,CA,1,0.338717892
female,other,61,some college,NJ,0,0.427158099
female,black,57,some college,NY,0,0.382275815
female,white,19,4-year college,OH,0,0.542676846
male,white,89,some college,MD,1,0.359837503
male,white,48,some college,IN,0,0.601173095
female,white,37,4-year college,AL,0,0.643741436
female,other,26,4-year college,NY,1,0.382275815
female,other,40,hs,NY,0,0.382275815
female,white,45,4-year college,MN,1,0.491681431
female,white,18,hs,SC,0,0.574602564
female,white,66,post-grad,IL,0,0.409799486
male,white,48,4-year college,FL,0,0.506188355
female,white,37,hs,KY,1,0.65670629
female,white,64,4-year college,CA,0,0.338717892
male,white,67,4-year college,WY,0,0.757053196
female,white,62,some college,PA,0,0.503755358
male,white,64,4-year college,TX,1,0.547132256
male,white,39,4-year college,NY,1,0.382275815
female,black,49,hs,AL,1,0.643741436
male,other,32,post-grad,NC,0,0.519037458
female,white,76,hs,WI,1,0.50407989
female,other,35,4-year college,IL,0,0.409799486
male,white,74,4-year college,UT,1,0.623836582
female,white,24,hs,ME,1,0.484032089
female,other,26,hs,CA,1,0.338717892
female,white,19,some college,HI,0,0.325586625
male,white,58,hs,MO,0,0.59818561
female,white,57,4-year college,OH,0,0.542676846
female,white,38,post-grad,NY,1,0.382275815
female,white,44,4-year college,MI,1,0.501176682
male,white,72,hs,PA,1,0.503755358
female,white,32,4-year college,GA,0,0.526611726
female,white,29,4-year college,NY,0,0.382275815
female,white,53,4-year college,IL,1,0.409799486
female,black,45,4-year college,NE,1,0.635476741
female,white,45,hs,NM,0,0.453492051
female,black,30,some college,TX,0,0.547132256
female,white,64,4-year college,MI,1,0.501176682
female,other,60,hs,PA,1,0.503755358
male,white,76,post-grad,CA,0,0.338717892
male,white,57,post-grad,TX,0,0.547132256
female,white,67,post-grad,CT,0,0.428584525
female,white,53,some college,MO,1,0.59818561
female,white,28,some college,UT,1,0.623836582
male,other,31,4-year college,NY,0,0.382275815
male,white,41,hs,WI,1,0.50407989
female,white,52,4-year college,FL,1,0.506188355
male,white,32,hs,IL,1,0.409799486
female,white,51,post-grad,NJ,1,0.427158099
male,white,56,some college,NV,1,0.487062906
male,white,42,some college,MD,1,0.359837503
male,white,41,4-year college,OR,0,0.438441611
female,white,81,hs,NY,0,0.382275815
female,black,52,some college,WV,0,0.721610523
female,white,34,hs,GA,1,0.526611726
female,white,20,some college,IN,1,0.601173095
female,white,80,hs,WA,1,0.412130688
female,white,37,some college,MI,0,0.501176682
female,white,57,no hs,IL,1,0.409799486
female,black,36,hs,LA,1,0.601716772
female,white,23,hs,AL,0,0.643741436
female,other,25,some college,CA,0,0.338717892
female,white,63,hs,FL,1,0.506188355
female,white,68,hs,OK,1,0.693047372
male,white,32,4-year college,OH,1,0.542676846
female,white,62,some college,OR,1,0.438441611
female,white,65,hs,PA,1,0.503755358
female,black,20,some college,CA,1,0.338717892
female,white,46,4-year college,WY,1,0.757053196
female,white,27,hs,IN,1,0.601173095
male,black,55,some college,MO,0,0.59818561
female,white,25,some college,MI,1,0.501176682
male,white,43,hs,CO,1,0.473166666
male,white,74,post-grad,NY,0,0.382275815
male,other,37,4-year college,KY,0,0.65670629
female,white,21,some college,NY,0,0.382275815
male,white,38,4-year college,TN,1,0.63624343
female,white,63,post-grad,KY,0,0.65670629
male,white,37,no hs,PA,1,0.503755358
male,white,84,4-year college,AZ,0,0.518900234
male,white,30,4-year college,UT,0,0.623836582
female,white,48,hs,OK,1,0.693047372
female,black,39,some college,IL,0,0.409799486
female,white,46,hs,WV,1,0.721610523
female,other,21,some college,TX,0,0.547132256
male,white,29,some college,FL,0,0.506188355
male,white,72,4-year college,AL,1,0.643741436
female,white,55,4-year college,CA,0,0.338717892
male,other,94,some college,MN,1,0.491681431
female,other,22,some college,IL,0,0.409799486
male,white,38,4-year college,MD,1,0.359837503
female,white,23,some college,WI,0,0.50407989
female,white,18,some college,TN,1,0.63624343
female,white,48,4-year college,NM,0,0.453492051
male,black,53,hs,CA,0,0.338717892
female,white,32,4-year college,NY,0,0.382275815
female,black,53,4-year college,CO,0,0.473166666
female,white,63,4-year college,MI,0,0.501176682
female,white,61,hs,WA,0,0.412130688
female,white,52,4-year college,FL,1,0.506188355
male,white,78,4-year college,AR,1,0.642851377
male,white,100,hs,TX,1,0.547132256
female,white,42,some college,KS,0,0.611114703
male,white,53,some college,MI,1,0.501176682
female,black,45,4-year college,VA,0,0.471736237
female,other,20,4-year college,OR,0,0.438441611
female,white,53,some college,WI,1,0.50407989
male,white,69,hs,GA,0,0.526611726
female,white,51,4-year college,OK,0,0.693047372
male,white,51,4-year college,OH,0,0.542676846
male,white,53,4-year college,MA,0,0.353487213
male,other,42,some college,TN,0,0.63624343
male,black,43,4-year college,UT,0,0.623836582
male,black,42,some college,TN,0,0.63624343
male,white,50,4-year college,GA,0,0.526611726
female,white,83,some college,OK,1,0.693047372
male,other,18,hs,TX,0,0.547132256
female,white,31,4-year college,CO,1,0.473166666
female,white,86,some college,HI,0,0.325586625
male,other,33,4-year college,PA,0,0.503755358
female,white,20,4-year college,IL,0,0.409799486
male,white,29,hs,OK,0,0.693047372
female,white,65,post-grad,MA,0,0.353487213
male,white,31,hs,ND,1,0.698092429
female,white,42,4-year college,NE,1,0.635476741
male,white,52,hs,TN,1,0.63624343
female,black,35,hs,MS,0,0.590898473
female,white,90,some college,KY,1,0.65670629
male,white,44,post-grad,WA,0,0.412130688
male,other,38,some college,CA,0,0.338717892
male,white,39,4-year college,FL,0,0.506188355
female,white,99,hs,TX,0,0.547132256
female,white,26,some college,AR,1,0.642851377
female,white,39,hs,OH,0,0.542676846
male,other,58,hs,TX,0,0.547132256
male,other,33,some college,WA,1,0.412130688
female,black,55,some college,CA,0,0.338717892
female,white,38,some college,CA,0,0.338717892
female,black,38,no hs,MO,0,0.59818561
female,white,35,hs,NC,1,0.519037458
male,black,68,some college,NC,0,0.519037458
male,white,30,post-grad,VA,0,0.471736237
male,white,30,post-grad,FL,0,0.506188355
female,other,24,4-year college,TX,0,0.547132256
male,other,40,some college,WV,1,0.721610523
female,white,86,some college,NC,1,0.519037458
male,white,52,some college,MO,0,0.59818561
male,other,56,4-year college,MO,1,0.59818561
female,white,22,some college,NC,0,0.519037458
male,white,59,some college,TX,1,0.547132256
male,white,78,hs,PA,0,0.503755358
female,other,21,no hs,TX,1,0.547132256
female,black,85,some college,AR,0,0.642851377
male,white,38,4-year college,NY,1,0.382275815
female,other,75,4-year college,AZ,1,0.518900234
female,white,53,some college,FL,1,0.506188355
female,white,68,some college,GA,1,0.526611726
male,other,32,some college,CA,1,0.338717892
female,other,48,some college,CA,1,0.338717892
male,white,37,some college,FL,0,0.506188355
female,other,32,some college,CA,1,0.338717892
female,white,74,hs,NY,1,0.382275815
female,white,53,hs,ME,0,0.484032089
female,white,65,hs,OH,0,0.542676846
female,white,43,some college,IL,1,0.409799486
female,white,58,post-grad,OH,0,0.542676846
female,white,75,4-year college,AZ,1,0.518900234
female,white,99,4-year college,IN,1,0.601173095
male,white,91,some college,MA,1,0.353487213
male,white,53,hs,NY,0,0.382275815
female,white,62,hs,MA,1,0.353487213
female,other,29,hs,ID,0,0.683101767
male,white,56,hs,TN,1,0.63624343
male,white,29,4-year college,AL,1,0.643741436
male,white,43,hs,IL,1,0.409799486
female,white,47,some college,PA,0,0.503755358
female,white,54,some college,AZ,0,0.518900234
male,white,25,post-grad,NY,0,0.382275815
female,white,28,4-year college,MO,1,0.59818561
male,white,55,hs,NC,0,0.519037458
male,white,40,post-grad,IL,0,0.409799486
male,other,41,4-year college,TX,0,0.547132256
male,white,70,hs,IA,0,0.550635478
male,white,50,4-year college,IN,0,0.601173095
male,white,47,4-year college,VA,0,0.471736237
male,white,65,post-grad,CA,0,0.338717892
male,white,41,some college,MI,0,0.501176682
male,other,32,4-year college,TX,1,0.547132256
male,white,68,4-year college,CO,1,0.473166666
female,white,38,hs,WA,0,0.412130688
male,white,57,hs,KY,1,0.65670629
male,white,62,some college,IN,1,0.601173095
male,other,36,4-year college,GA,1,0.526611726
female,black,40,some college,PA,1,0.503755358
female,white,53,hs,NY,1,0.382275815
male,white,61,some college,KY,1,0.65670629
female,white,54,4-year college,NJ,1,0.427158099
female,white,39,4-year college,FL,0,0.506188355
female,white,30,hs,IL,1,0.409799486
male,other,37,hs,CA,0,0.338717892
male,white,30,some college,MI,0,0.501176682
female,white,49,hs,PA,1,0.503755358
male,white,48,some college,MD,0,0.359837503
female,white,19,4-year college,OR,0,0.438441611
female,white,70,some college,CA,1,0.338717892
female,white,24,4-year college,NY,0,0.382275815
female,white,65,some college,PA,1,0.503755358
male,white,30,4-year college,AZ,0,0.518900234
male,other,67,post-grad,RI,0,0.416892959
female,black,63,some college,GA,0,0.526611726
female,black,45,4-year college,GA,0,0.526611726
female,other,25,hs,NY,1,0.382275815
female,white,24,4-year college,NY,1,0.382275815
male,white,66,no hs,KY,1,0.65670629
male,other,53,4-year college,NC,0,0.519037458
female,white,34,4-year college,IA,0,0.550635478
male,white,47,4-year college,FL,0,0.506188355
male,white,48,no hs,MO,1,0.59818561
male,white,64,4-year college,AZ,1,0.518900234
female,white,22,4-year college,KS,1,0.611114703
female,other,57,some college,FL,0,0.506188355
female,black,59,hs,NY,1,0.382275815
male,white,53,4-year college,KS,0,0.611114703
female,white,61,4-year college,SC,1,0.574602564
female,white,19,hs,MD,0,0.359837503
female,black,52,post-grad,WV,0,0.721610523
male,white,69,4-year college,OH,0,0.542676846
male,other,46,4-year college,AZ,0,0.518900234
female,white,89,some college,PA,1,0.503755358
male,white,56,post-grad,VA,1,0.471736237
female,white,46,post-grad,NY,0,0.382275815
female,black,54,some college,VA,0,0.471736237
male,white,22,4-year college,FL,1,0.506188355
female,other,25,no hs,IL,1,0.409799486
female,other,19,hs,FL,1,0.506188355
male,white,40,4-year college,AZ,1,0.518900234
female,white,48,some college,OH,1,0.542676846
female,white,67,some college,NJ,1,0.427158099
male,white,39,some college,SC,0,0.574602564
male,white,72,hs,OH,1,0.542676846
male,black,35,4-year college,NY,0,0.382275815
male,white,73,some college,CA,1,0.338717892
female,white,87,hs,PA,1,0.503755358
male,white,91,hs,CA,1,0.338717892
male,white,33,some college,KY,0,0.65670629
male,white,46,some college,KY,0,0.65670629
male,white,42,4-year college,IL,0,0.409799486
male,white,41,some college,OK,1,0.693047372
female,white,47,post-grad,OH,0,0.542676846
female,white,46,hs,KY,0,0.65670629
male,white,67,post-grad,MN,1,0.491681431
female,white,43,hs,TN,1,0.63624343
female,white,32,post-grad,TX,0,0.547132256
female,white,83,some college,MO,0,0.59818561
male,other,37,4-year college,VA,0,0.471736237
female,white,86,post-grad,NY,0,0.382275815
female,white,46,hs,WA,0,0.412130688
male,black,31,4-year college,IL,0,0.409799486
female,white,24,4-year college,ID,0,0.683101767
male,white,42,some college,IN,0,0.601173095
male,white,30,hs,TN,1,0.63624343
male,other,35,4-year college,CA,0,0.338717892
female,white,34,4-year college,TX,0,0.547132256
female,white,32,4-year college,HI,0,0.325586625
male,white,20,hs,OK,1,0.693047372
female,white,37,some college,VA,1,0.471736237
male,white,53,hs,CA,0,0.338717892
female,white,86,some college,WA,1,0.412130688
female,white,42,hs,NY,0,0.382275815
female,other,54,hs,PA,1,0.503755358
male,white,59,hs,NY,0,0.382275815
female,black,90,4-year college,MI,1,0.501176682
female,white,70,hs,CA,1,0.338717892
male,white,21,some college,PA,0,0.503755358
male,white,38,some college,FL,1,0.506188355
female,other,20,4-year college,NY,0,0.382275815
male,other,69,some college,TX,0,0.547132256
male,white,67,hs,OH,0,0.542676846
female,white,41,hs,PA,1,0.503755358
female,white,31,4-year college,WA,0,0.412130688
female,white,46,4-year college,IN,0,0.601173095
female,white,43,hs,FL,1,0.506188355
male,white,37,some college,ID,1,0.683101767
female,white,63,post-grad,GA,0,0.526611726
female,white,51,hs,AZ,1,0.518900234
female,white,64,some college,SD,0,0.659718581
male,black,19,some college,NY,1,0.382275815
female,other,24,hs,KY,0,0.65670629
female,black,26,some college,CA,0,0.338717892
female,white,81,post-grad,MN,1,0.491681431
female,black,50,some college,AL,0,0.643741436
female,white,57,some college,FL,0,0.506188355
female,white,59,post-grad,CT,0,0.428584525
male,white,78,hs,OH,0,0.542676846
female,white,76,4-year college,CA,1,0.338717892
female,black,50,hs,VA,0,0.471736237
male,white,26,hs,KY,0,0.65670629
female,white,58,post-grad,OH,0,0.542676846
female,white,70,4-year college,CA,0,0.338717892
male,white,36,4-year college,NY,0,0.382275815
female,white,86,some college,MS,0,0.590898473
female,white,26,some college,OR,0,0.438441611
male,white,28,post-grad,TX,1,0.547132256
